'Name';'Constraint template';'Implying activity';'Implied activity';'Support';'Confidence level';'Interest factor'
'NotSuccession(, Feedback)';'NotSuccession';'';'Feedback';45.684;31.618;27.232
'NotCoExistence(, Feedback)';'NotCoExistence';'';'Feedback';17.562;12.155;10.469
'CoExistence(, Hello)';'CoExistence';'';'Hello';88.241;61.073;60.949
'Succession(, Hello)';'Succession';'';'Hello';7.939;5.495;5.484
'AlternateSuccession(, Hello)';'AlternateSuccession';'';'Hello';4.153;2.874;2.868
'ChainSuccession(, Hello)';'ChainSuccession';'';'Hello';0.234;0.162;0.162
'RespondedExistence(, Hello)';'RespondedExistence';'';'Hello';98.418;68.116;67.979
'Response(, Hello)';'Response';'';'Hello';8.778;6.075;6.063
'AlternateResponse(, Hello)';'AlternateResponse';'';'Hello';3.297;2.282;2.277
'ChainResponse(, Hello)';'ChainResponse';'';'Hello';0.186;0.129;0.129
'NotChainSuccession(, Hello)';'NotChainSuccession';'';'Hello';99.766;69.049;68.909
'NotSuccession(, Hello)';'NotSuccession';'';'Hello';92.061;63.716;63.588
'NotCoExistence(, Hello)';'NotCoExistence';'';'Hello';11.759;8.138;8.122
'CoExistence(, Query)';'CoExistence';'';'Query';82.763;57.281;56.010
'Succession(, Query)';'Succession';'';'Query';55.700;38.550;37.695
'AlternateSuccession(, Query)';'AlternateSuccession';'';'Query';18.215;12.607;12.327
'ChainSuccession(, Query)';'ChainSuccession';'';'Query';1.378;0.953;0.932
'RespondedExistence(, Query)';'RespondedExistence';'';'Query';98.418;68.116;66.605
'Response(, Query)';'Response';'';'Query';77.802;53.847;52.653
'AlternateResponse(, Query)';'AlternateResponse';'';'Query';59.718;41.331;40.414
'ChainResponse(, Query)';'ChainResponse';'';'Query';4.517;3.126;3.057
'NotChainSuccession(, Query)';'NotChainSuccession';'';'Query';98.622;68.257;66.743
'NotSuccession(, Query)';'NotSuccession';'';'Query';44.300;30.661;29.980
'NotCoExistence(, Query)';'NotCoExistence';'';'Query';17.237;11.930;11.665
'CoExistence(, Request)';'CoExistence';'';'Request';86.274;59.711;59.594
'Succession(, Request)';'Succession';'';'Request';56.404;39.038;38.962
'AlternateSuccession(, Request)';'AlternateSuccession';'';'Request';12.332;8.535;8.519
'ChainSuccession(, Request)';'ChainSuccession';'';'Request';10.444;7.228;7.214
'RespondedExistence(, Request)';'RespondedExistence';'';'Request';98.252;68.001;67.868
'Response(, Request)';'Response';'';'Request';81.079;56.115;56.006
'AlternateResponse(, Request)';'AlternateResponse';'';'Request';79.168;54.793;54.686
'ChainResponse(, Request)';'ChainResponse';'';'Request';67.043;46.401;46.311
'NotChainSuccession(, Request)';'NotChainSuccession';'';'Request';89.556;61.983;61.862
'NotSuccession(, Request)';'NotSuccession';'';'Request';43.596;30.173;30.114
'NotCoExistence(, Request)';'NotCoExistence';'';'Request';13.726;9.500;9.482
'CoExistence(, Response)';'CoExistence';'';'Response';82.567;57.145;47.291
'Succession(, Response)';'Succession';'';'Response';52.292;36.192;29.951
'AlternateSuccession(, Response)';'AlternateSuccession';'';'Response';20.109;13.918;11.518
'ChainSuccession(, Response)';'ChainSuccession';'';'Response';4.967;3.437;2.845
'RespondedExistence(, Response)';'RespondedExistence';'';'Response';88.009;60.911;50.408
'Response(, Response)';'Response';'';'Response';62.397;43.185;35.738
'AlternateResponse(, Response)';'AlternateResponse';'';'Response';42.914;29.701;24.579
'ChainResponse(, Response)';'ChainResponse';'';'Response';10.599;7.336;6.071
'NotChainSuccession(, Response)';'NotChainSuccession';'';'Response';95.033;65.773;54.431
'NotSuccession(, Response)';'NotSuccession';'';'Response';47.708;33.019;27.325
'NotCoExistence(, Response)';'NotCoExistence';'';'Response';17.433;12.066;9.985
'Precedence(Bye, )';'Precedence';'';'Bye';2.197;0.108;0.075
'AlternatePrecedence(Bye, )';'AlternatePrecedence';'';'Bye';0.678;0.033;0.023
'ChainPrecedence(Bye, )';'ChainPrecedence';'';'Bye';0.100;0.005;0.003
'Precedence(Feedback, )';'Precedence';'';'Feedback';72.265;62.240;43.077
'AlternatePrecedence(Feedback, )';'AlternatePrecedence';'';'Feedback';44.021;37.914;26.241
'ChainPrecedence(Feedback, )';'ChainPrecedence';'';'Feedback';1.978;1.703;1.179
'Precedence(Hello, )';'Precedence';'';'Hello';98.338;98.140;67.923
'AlternatePrecedence(Hello, )';'AlternatePrecedence';'';'Hello';38.696;38.618;26.728
'ChainPrecedence(Hello, )';'ChainPrecedence';'';'Hello';0.120;0.119;0.083
'Precedence(Query, )';'Precedence';'';'Query';88.467;86.504;59.870
'AlternatePrecedence(Query, )';'AlternatePrecedence';'';'Query';65.691;64.233;44.456
'ChainPrecedence(Query, )';'ChainPrecedence';'';'Query';3.679;3.598;2.490
'Precedence(Request, )';'Precedence';'';'Request';98.252;98.060;67.868
'AlternatePrecedence(Request, )';'AlternatePrecedence';'';'Request';94.160;93.976;65.042
'ChainPrecedence(Request, )';'ChainPrecedence';'';'Request';84.994;84.828;58.710
'Precedence(Response, )';'Precedence';'';'Response';68.795;56.932;39.403
'AlternatePrecedence(Response, )';'AlternatePrecedence';'';'Response';48.624;40.239;27.850
'ChainPrecedence(Response, )';'ChainPrecedence';'';'Response';6.491;5.372;3.718
'AtMostOne(Bye)';'AtMostOne';'Bye';'';99.578;4.889;0.240
'End(Bye)';'End';'Bye';'';3.744;0.184;0.009
'Init(Bye)';'Init';'Bye';'';0.000;0.000;0.000
'Participation(Bye)';'Participation';'Bye';'';4.910;0.241;0.012
'Precedence(, Bye)';'Precedence';'Bye';'';61.712;42.711;2.097
'AlternatePrecedence(, Bye)';'AlternatePrecedence';'Bye';'';56.644;39.204;1.925
'ChainPrecedence(, Bye)';'ChainPrecedence';'Bye';'';0.225;0.156;0.008
'CoExistence(Bye, )';'CoExistence';'Bye';'';9.524;0.468;0.324
'Succession(Bye, )';'Succession';'Bye';'';3.060;0.150;0.104
'AlternateSuccession(Bye, )';'AlternateSuccession';'Bye';'';1.317;0.065;0.045
'ChainSuccession(Bye, )';'ChainSuccession';'Bye';'';0.194;0.010;0.007
'RespondedExistence(Bye, )';'RespondedExistence';'Bye';'';79.279;3.893;2.694
'Response(Bye, )';'Response';'Bye';'';32.320;1.587;1.098
'AlternateResponse(Bye, )';'AlternateResponse';'Bye';'';22.973;1.128;0.781
'ChainResponse(Bye, )';'ChainResponse';'Bye';'';3.378;0.166;0.115
'NotChainSuccession(Bye, )';'NotChainSuccession';'Bye';'';99.806;4.900;3.392
'NotSuccession(Bye, )';'NotSuccession';'Bye';'';96.940;4.760;3.294
'NotCoExistence(Bye, )';'NotCoExistence';'Bye';'';90.476;4.442;3.075
'CoExistence(Bye, Feedback)';'CoExistence';'Bye';'Feedback';8.582;0.421;0.363
'Succession(Bye, Feedback)';'Succession';'Bye';'Feedback';0.254;0.012;0.011
'AlternateSuccession(Bye, Feedback)';'AlternateSuccession';'Bye';'Feedback';0.114;0.006;0.005
'ChainSuccession(Bye, Feedback)';'ChainSuccession';'Bye';'Feedback';0.000;0.000;0.000
'RespondedExistence(Bye, Feedback)';'RespondedExistence';'Bye';'Feedback';97.297;4.777;4.114
'Response(Bye, Feedback)';'Response';'Bye';'Feedback';4.279;0.210;0.181
'AlternateResponse(Bye, Feedback)';'AlternateResponse';'Bye';'Feedback';4.054;0.199;0.171
'ChainResponse(Bye, Feedback)';'ChainResponse';'Bye';'Feedback';0.000;0.000;0.000
'NotChainSuccession(Bye, Feedback)';'NotChainSuccession';'Bye';'Feedback';100.000;4.910;4.229
'NotSuccession(Bye, Feedback)';'NotSuccession';'Bye';'Feedback';99.746;4.897;4.218
'NotCoExistence(Bye, Feedback)';'NotCoExistence';'Bye';'Feedback';91.418;4.489;3.866
'CoExistence(Bye, Hello)';'CoExistence';'Bye';'Hello';9.415;0.462;0.461
'Succession(Bye, Hello)';'Succession';'Bye';'Hello';0.011;0.001;0.001
'AlternateSuccession(Bye, Hello)';'AlternateSuccession';'Bye';'Hello';0.011;0.001;0.001
'ChainSuccession(Bye, Hello)';'ChainSuccession';'Bye';'Hello';0.000;0.000;0.000
'RespondedExistence(Bye, Hello)';'RespondedExistence';'Bye';'Hello';99.887;4.904;4.894
'Response(Bye, Hello)';'Response';'Bye';'Hello';0.113;0.006;0.006
'AlternateResponse(Bye, Hello)';'AlternateResponse';'Bye';'Hello';0.113;0.006;0.006
'ChainResponse(Bye, Hello)';'ChainResponse';'Bye';'Hello';0.000;0.000;0.000
'NotChainSuccession(Bye, Hello)';'NotChainSuccession';'Bye';'Hello';100.000;4.910;4.900
'NotSuccession(Bye, Hello)';'NotSuccession';'Bye';'Hello';99.989;4.909;4.899
'NotCoExistence(Bye, Hello)';'NotCoExistence';'Bye';'Hello';90.585;4.448;4.439
'CoExistence(Bye, Query)';'CoExistence';'Bye';'Query';7.759;0.381;0.372
'Succession(Bye, Query)';'Succession';'Bye';'Query';0.594;0.029;0.029
'AlternateSuccession(Bye, Query)';'AlternateSuccession';'Bye';'Query';0.196;0.010;0.009
'ChainSuccession(Bye, Query)';'ChainSuccession';'Bye';'Query';0.001;0.000;0.000
'RespondedExistence(Bye, Query)';'RespondedExistence';'Bye';'Query';99.662;4.893;4.785
'Response(Bye, Query)';'Response';'Bye';'Query';19.932;0.979;0.957
'AlternateResponse(Bye, Query)';'AlternateResponse';'Bye';'Query';18.581;0.912;0.892
'ChainResponse(Bye, Query)';'ChainResponse';'Bye';'Query';0.113;0.006;0.005
'NotChainSuccession(Bye, Query)';'NotChainSuccession';'Bye';'Query';99.999;4.910;4.801
'NotSuccession(Bye, Query)';'NotSuccession';'Bye';'Query';99.406;4.881;4.772
'NotCoExistence(Bye, Query)';'NotCoExistence';'Bye';'Query';92.241;4.529;4.428
'CoExistence(Bye, Request)';'CoExistence';'Bye';'Request';9.383;0.461;0.460
'Succession(Bye, Request)';'Succession';'Bye';'Request';1.717;0.084;0.084
'AlternateSuccession(Bye, Request)';'AlternateSuccession';'Bye';'Request';0.131;0.006;0.006
'ChainSuccession(Bye, Request)';'ChainSuccession';'Bye';'Request';0.008;0.000;0.000
'RespondedExistence(Bye, Request)';'RespondedExistence';'Bye';'Request';99.887;4.904;4.895
'Response(Bye, Request)';'Response';'Bye';'Request';26.351;1.294;1.291
'AlternateResponse(Bye, Request)';'AlternateResponse';'Bye';'Request';26.351;1.294;1.291
'ChainResponse(Bye, Request)';'ChainResponse';'Bye';'Request';1.577;0.077;0.077
'NotChainSuccession(Bye, Request)';'NotChainSuccession';'Bye';'Request';99.992;4.909;4.900
'NotSuccession(Bye, Request)';'NotSuccession';'Bye';'Request';98.283;4.826;4.816
'NotCoExistence(Bye, Request)';'NotCoExistence';'Bye';'Request';90.617;4.449;4.440
'CoExistence(Bye, Response)';'CoExistence';'Bye';'Response';11.364;0.558;0.462
'Succession(Bye, Response)';'Succession';'Bye';'Response';1.924;0.094;0.078
'AlternateSuccession(Bye, Response)';'AlternateSuccession';'Bye';'Response';0.460;0.023;0.019
'ChainSuccession(Bye, Response)';'ChainSuccession';'Bye';'Response';0.443;0.022;0.018
'RespondedExistence(Bye, Response)';'RespondedExistence';'Bye';'Response';99.212;4.871;4.031
'Response(Bye, Response)';'Response';'Bye';'Response';25.676;1.261;1.043
'AlternateResponse(Bye, Response)';'AlternateResponse';'Bye';'Response';25.676;1.261;1.043
'ChainResponse(Bye, Response)';'ChainResponse';'Bye';'Response';24.775;1.216;1.007
'NotChainSuccession(Bye, Response)';'NotChainSuccession';'Bye';'Response';99.557;4.888;4.045
'NotSuccession(Bye, Response)';'NotSuccession';'Bye';'Response';98.076;4.815;3.985
'NotCoExistence(Bye, Response)';'NotCoExistence';'Bye';'Response';88.636;4.352;3.601
'Precedence(Feedback, Bye)';'Precedence';'Bye';'Feedback';97.185;83.703;4.110
'AlternatePrecedence(Feedback, Bye)';'AlternatePrecedence';'Bye';'Feedback';86.486;74.489;3.657
'ChainPrecedence(Feedback, Bye)';'ChainPrecedence';'Bye';'Feedback';0.000;0.000;0.000
'Precedence(Hello, Bye)';'Precedence';'Bye';'Hello';99.887;99.686;4.894
'AlternatePrecedence(Hello, Bye)';'AlternatePrecedence';'Bye';'Hello';87.725;87.548;4.299
'ChainPrecedence(Hello, Bye)';'ChainPrecedence';'Bye';'Hello';0.000;0.000;0.000
'Precedence(Query, Bye)';'Precedence';'Bye';'Query';99.662;97.451;4.785
'AlternatePrecedence(Query, Bye)';'AlternatePrecedence';'Bye';'Query';94.820;92.716;4.552
'ChainPrecedence(Query, Bye)';'ChainPrecedence';'Bye';'Query';0.113;0.110;0.005
'Precedence(Request, Bye)';'Precedence';'Bye';'Request';99.887;99.692;4.895
'AlternatePrecedence(Request, Bye)';'AlternatePrecedence';'Bye';'Request';96.509;96.320;4.729
'ChainPrecedence(Request, Bye)';'ChainPrecedence';'Bye';'Request';89.640;89.464;4.393
'Precedence(Response, Bye)';'Precedence';'Bye';'Response';99.099;82.010;4.027
'AlternatePrecedence(Response, Bye)';'AlternatePrecedence';'Bye';'Response';95.721;79.214;3.889
'ChainPrecedence(Response, Bye)';'ChainPrecedence';'Bye';'Response';6.757;5.592;0.275
'AtMostOne(Feedback)';'AtMostOne';'Feedback';'';28.092;24.195;20.838
'End(Feedback)';'End';'Feedback';'';15.234;13.121;11.300
'Init(Feedback)';'Init';'Feedback';'';0.000;0.000;0.000
'Participation(Feedback)';'Participation';'Feedback';'';86.128;74.180;63.889
'Precedence(, Feedback)';'Precedence';'Feedback';'';51.867;35.897;30.918
'AlternatePrecedence(, Feedback)';'AlternatePrecedence';'Feedback';'';18.801;13.012;11.207
'ChainPrecedence(, Feedback)';'ChainPrecedence';'Feedback';'';0.282;0.195;0.168
'Precedence(Bye, Feedback)';'Precedence';'Feedback';'Bye';0.197;0.010;0.008
'AlternatePrecedence(Bye, Feedback)';'AlternatePrecedence';'Feedback';'Bye';0.058;0.003;0.002
'ChainPrecedence(Bye, Feedback)';'ChainPrecedence';'Feedback';'Bye';0.000;0.000;0.000
'CoExistence(Feedback, )';'CoExistence';'Feedback';'';82.438;57.056;49.141
'Succession(Feedback, )';'Succession';'Feedback';'';62.174;43.031;37.062
'AlternateSuccession(Feedback, )';'AlternateSuccession';'Feedback';'';28.631;19.816;17.067
'ChainSuccession(Feedback, )';'ChainSuccession';'Feedback';'';1.286;0.890;0.767
'RespondedExistence(Feedback, )';'RespondedExistence';'Feedback';'';78.324;67.459;46.689
'Response(Feedback, )';'Response';'Feedback';'';57.311;49.361;34.163
'AlternateResponse(Feedback, )';'AlternateResponse';'Feedback';'';21.215;18.272;12.646
'ChainResponse(Feedback, )';'ChainResponse';'Feedback';'';0.953;0.821;0.568
'NotChainSuccession(Feedback, )';'NotChainSuccession';'Feedback';'';98.714;68.321;58.843
'NotSuccession(Feedback, )';'NotSuccession';'Feedback';'';37.826;26.180;22.548
'NotCoExistence(Feedback, )';'NotCoExistence';'Feedback';'';17.562;12.155;10.469
'CoExistence(Feedback, Bye)';'CoExistence';'Feedback';'Bye';8.582;0.421;0.363
'Succession(Feedback, Bye)';'Succession';'Feedback';'Bye';8.428;0.414;0.356
'AlternateSuccession(Feedback, Bye)';'AlternateSuccession';'Feedback';'Bye';2.426;0.119;0.103
'ChainSuccession(Feedback, Bye)';'ChainSuccession';'Feedback';'Bye';0.000;0.000;0.000
'RespondedExistence(Feedback, Bye)';'RespondedExistence';'Feedback';'Bye';7.320;6.304;0.310
'Response(Feedback, Bye)';'Response';'Feedback';'Bye';7.166;6.172;0.303
'AlternateResponse(Feedback, Bye)';'AlternateResponse';'Feedback';'Bye';1.230;1.059;0.052
'ChainResponse(Feedback, Bye)';'ChainResponse';'Feedback';'Bye';0.000;0.000;0.000
'NotChainSuccession(Feedback, Bye)';'NotChainSuccession';'Feedback';'Bye';100.000;4.910;4.229
'NotSuccession(Feedback, Bye)';'NotSuccession';'Feedback';'Bye';91.572;4.496;3.872
'NotCoExistence(Feedback, Bye)';'NotCoExistence';'Feedback';'Bye';91.418;4.489;3.866
'CoExistence(Feedback, Hello)';'CoExistence';'Feedback';'Hello';96.952;83.503;83.334
'Succession(Feedback, Hello)';'Succession';'Feedback';'Hello';7.339;6.321;6.308
'AlternateSuccession(Feedback, Hello)';'AlternateSuccession';'Feedback';'Hello';2.701;2.326;2.322
'ChainSuccession(Feedback, Hello)';'ChainSuccession';'Feedback';'Hello';0.007;0.006;0.006
'RespondedExistence(Feedback, Hello)';'RespondedExistence';'Feedback';'Hello';99.827;85.979;85.805
'Response(Feedback, Hello)';'Response';'Feedback';'Hello';7.459;6.424;6.411
'AlternateResponse(Feedback, Hello)';'AlternateResponse';'Feedback';'Hello';1.733;1.493;1.490
'ChainResponse(Feedback, Hello)';'ChainResponse';'Feedback';'Hello';0.005;0.004;0.004
'NotChainSuccession(Feedback, Hello)';'NotChainSuccession';'Feedback';'Hello';99.993;86.121;85.947
'NotSuccession(Feedback, Hello)';'NotSuccession';'Feedback';'Hello';92.661;79.807;79.646
'NotCoExistence(Feedback, Hello)';'NotCoExistence';'Feedback';'Hello';3.048;2.625;2.620
'CoExistence(Feedback, Query)';'CoExistence';'Feedback';'Query';96.567;83.171;81.326
'Succession(Feedback, Query)';'Succession';'Feedback';'Query';77.319;66.593;65.115
'AlternateSuccession(Feedback, Query)';'AlternateSuccession';'Feedback';'Query';39.012;33.600;32.855
'ChainSuccession(Feedback, Query)';'ChainSuccession';'Feedback';'Query';0.566;0.488;0.477
'RespondedExistence(Feedback, Query)';'RespondedExistence';'Feedback';'Query';99.978;86.108;84.198
'Response(Feedback, Query)';'Response';'Feedback';'Query';92.456;79.630;77.863
'AlternateResponse(Feedback, Query)';'AlternateResponse';'Feedback';'Query';71.746;61.793;60.422
'ChainResponse(Feedback, Query)';'ChainResponse';'Feedback';'Query';1.041;0.897;0.877
'NotChainSuccession(Feedback, Query)';'NotChainSuccession';'Feedback';'Query';99.434;85.640;83.740
'NotSuccession(Feedback, Query)';'NotSuccession';'Feedback';'Query';22.681;19.535;19.102
'NotCoExistence(Feedback, Query)';'NotCoExistence';'Feedback';'Query';3.433;2.957;2.891
'CoExistence(Feedback, Request)';'CoExistence';'Feedback';'Request';95.287;82.068;81.908
'Succession(Feedback, Request)';'Succession';'Feedback';'Request';75.569;65.086;64.959
'AlternateSuccession(Feedback, Request)';'AlternateSuccession';'Feedback';'Request';28.077;24.182;24.135
'ChainSuccession(Feedback, Request)';'ChainSuccession';'Feedback';'Request';12.186;10.496;10.475
'RespondedExistence(Feedback, Request)';'RespondedExistence';'Feedback';'Request';99.806;85.961;85.793
'Response(Feedback, Request)';'Response';'Feedback';'Request';95.084;81.894;81.734
'AlternateResponse(Feedback, Request)';'AlternateResponse';'Feedback';'Request';94.136;81.077;80.919
'ChainResponse(Feedback, Request)';'ChainResponse';'Feedback';'Request';40.857;35.189;35.120
'NotChainSuccession(Feedback, Request)';'NotChainSuccession';'Feedback';'Request';87.814;75.632;75.484
'NotSuccession(Feedback, Request)';'NotSuccession';'Feedback';'Request';24.431;21.042;21.001
'NotCoExistence(Feedback, Request)';'NotCoExistence';'Feedback';'Request';4.713;4.059;4.051
'CoExistence(Feedback, Response)';'CoExistence';'Feedback';'Response';95.172;78.760;67.834
'Succession(Feedback, Response)';'Succession';'Feedback';'Response';88.306;73.078;62.941
'AlternateSuccession(Feedback, Response)';'AlternateSuccession';'Feedback';'Response';46.699;38.646;33.285
'ChainSuccession(Feedback, Response)';'ChainSuccession';'Feedback';'Response';41.220;34.112;29.380
'RespondedExistence(Feedback, Response)';'RespondedExistence';'Feedback';'Response';94.923;81.754;67.656
'Response(Feedback, Response)';'Response';'Feedback';'Response';87.085;75.004;62.070
'AlternateResponse(Feedback, Response)';'AlternateResponse';'Feedback';'Response';60.124;51.783;42.853
'ChainResponse(Feedback, Response)';'ChainResponse';'Feedback';'Response';53.070;45.708;37.826
'NotChainSuccession(Feedback, Response)';'NotChainSuccession';'Feedback';'Response';58.780;48.644;41.896
'NotSuccession(Feedback, Response)';'NotSuccession';'Feedback';'Response';11.694;9.677;8.335
'NotCoExistence(Feedback, Response)';'NotCoExistence';'Feedback';'Response';4.828;3.995;3.441
'Precedence(Hello, Feedback)';'Precedence';'Feedback';'Hello';99.821;99.619;85.800
'AlternatePrecedence(Hello, Feedback)';'AlternatePrecedence';'Feedback';'Hello';23.062;23.015;19.822
'ChainPrecedence(Hello, Feedback)';'ChainPrecedence';'Feedback';'Hello';0.010;0.010;0.008
'Precedence(Query, Feedback)';'Precedence';'Feedback';'Query';99.725;97.512;83.985
'AlternatePrecedence(Query, Feedback)';'AlternatePrecedence';'Feedback';'Query';77.185;75.473;65.003
'ChainPrecedence(Query, Feedback)';'ChainPrecedence';'Feedback';'Query';2.236;2.186;1.883
'Precedence(Request, Feedback)';'Precedence';'Feedback';'Request';99.806;99.611;85.793
'AlternatePrecedence(Request, Feedback)';'AlternatePrecedence';'Feedback';'Request';98.754;98.561;84.888
'ChainPrecedence(Request, Feedback)';'ChainPrecedence';'Feedback';'Request';95.453;95.266;82.050
'Precedence(Response, Feedback)';'Precedence';'Feedback';'Response';68.997;57.099;49.178
'AlternatePrecedence(Response, Feedback)';'AlternatePrecedence';'Feedback';'Response';49.222;40.734;35.083
'ChainPrecedence(Response, Feedback)';'ChainPrecedence';'Feedback';'Response';1.816;1.503;1.295
'AtMostOne(Hello)';'AtMostOne';'Hello';'';91.334;91.149;90.966
'End(Hello)';'End';'Hello';'';0.819;0.818;0.816
'Init(Hello)';'Init';'Hello';'';99.779;99.578;99.377
'Participation(Hello)';'Participation';'Hello';'';99.798;99.597;99.396
'Precedence(, Hello)';'Precedence';'Hello';'';6.513;4.507;4.498
'AlternatePrecedence(, Hello)';'AlternatePrecedence';'Hello';'';5.608;3.881;3.874
'ChainPrecedence(, Hello)';'ChainPrecedence';'Hello';'';0.317;0.219;0.219
'Precedence(Bye, Hello)';'Precedence';'Hello';'Bye';0.006;0.000;0.000
'AlternatePrecedence(Bye, Hello)';'AlternatePrecedence';'Hello';'Bye';0.006;0.000;0.000
'ChainPrecedence(Bye, Hello)';'ChainPrecedence';'Hello';'Bye';0.000;0.000;0.000
'Precedence(Feedback, Hello)';'Precedence';'Hello';'Feedback';6.914;5.955;5.943
'AlternatePrecedence(Feedback, Hello)';'AlternatePrecedence';'Hello';'Feedback';6.117;5.268;5.258
'ChainPrecedence(Feedback, Hello)';'ChainPrecedence';'Hello';'Feedback';0.017;0.015;0.015
'CoExistence(Hello, )';'CoExistence';'Hello';'';88.241;61.073;60.949
'Succession(Hello, )';'Succession';'Hello';'';87.465;60.535;60.413
'AlternateSuccession(Hello, )';'AlternateSuccession';'Hello';'';48.739;33.733;33.665
'ChainSuccession(Hello, )';'ChainSuccession';'Hello';'';0.151;0.104;0.104
'RespondedExistence(Hello, )';'RespondedExistence';'Hello';'';70.931;70.788;48.993
'Response(Hello, )';'Response';'Hello';'';68.969;68.830;47.638
'AlternateResponse(Hello, )';'AlternateResponse';'Hello';'';65.821;65.688;45.463
'ChainResponse(Hello, )';'ChainResponse';'Hello';'';0.204;0.203;0.141
'NotChainSuccession(Hello, )';'NotChainSuccession';'Hello';'';99.849;69.107;68.967
'NotSuccession(Hello, )';'NotSuccession';'Hello';'';12.535;8.676;8.658
'NotCoExistence(Hello, )';'NotCoExistence';'Hello';'';11.759;8.138;8.122
'CoExistence(Hello, Bye)';'CoExistence';'Hello';'Bye';9.415;0.462;0.461
'Succession(Hello, Bye)';'Succession';'Hello';'Bye';9.415;0.462;0.461
'AlternateSuccession(Hello, Bye)';'AlternateSuccession';'Hello';'Bye';8.387;0.412;0.411
'ChainSuccession(Hello, Bye)';'ChainSuccession';'Hello';'Bye';0.000;0.000;0.000
'RespondedExistence(Hello, Bye)';'RespondedExistence';'Hello';'Bye';4.873;4.863;0.239
'Response(Hello, Bye)';'Response';'Hello';'Bye';4.873;4.863;0.239
'AlternateResponse(Hello, Bye)';'AlternateResponse';'Hello';'Bye';4.404;4.395;0.216
'ChainResponse(Hello, Bye)';'ChainResponse';'Hello';'Bye';0.000;0.000;0.000
'NotChainSuccession(Hello, Bye)';'NotChainSuccession';'Hello';'Bye';100.000;4.910;4.900
'NotSuccession(Hello, Bye)';'NotSuccession';'Hello';'Bye';90.585;4.448;4.439
'NotCoExistence(Hello, Bye)';'NotCoExistence';'Hello';'Bye';90.585;4.448;4.439
'CoExistence(Hello, Feedback)';'CoExistence';'Hello';'Feedback';96.952;83.503;83.334
'Succession(Hello, Feedback)';'Succession';'Hello';'Feedback';96.490;83.105;82.937
'AlternateSuccession(Hello, Feedback)';'AlternateSuccession';'Hello';'Feedback';35.940;30.954;30.892
'ChainSuccession(Hello, Feedback)';'ChainSuccession';'Hello';'Feedback';0.015;0.013;0.013
'RespondedExistence(Hello, Feedback)';'RespondedExistence';'Hello';'Feedback';86.805;86.630;74.613
'Response(Hello, Feedback)';'Response';'Hello';'Feedback';84.736;84.565;72.834
'AlternateResponse(Hello, Feedback)';'AlternateResponse';'Hello';'Feedback';81.395;81.231;69.962
'ChainResponse(Hello, Feedback)';'ChainResponse';'Hello';'Feedback';0.034;0.034;0.029
'NotChainSuccession(Hello, Feedback)';'NotChainSuccession';'Hello';'Feedback';99.985;86.115;85.941
'NotSuccession(Hello, Feedback)';'NotSuccession';'Hello';'Feedback';3.510;3.023;3.017
'NotCoExistence(Hello, Feedback)';'NotCoExistence';'Hello';'Feedback';3.048;2.625;2.620
'CoExistence(Hello, Query)';'CoExistence';'Hello';'Query';99.587;97.378;97.182
'Succession(Hello, Query)';'Succession';'Hello';'Query';99.471;97.264;97.068
'AlternateSuccession(Hello, Query)';'AlternateSuccession';'Hello';'Query';18.118;17.716;17.680
'ChainSuccession(Hello, Query)';'ChainSuccession';'Hello';'Query';0.109;0.107;0.107
