case ID,resource,activity name,resource+activity,Sitter,New
22,U,reject(),U|reject(),U|reject,Feedback
22,A,prompt(keywords),A|prompt(keywords),A|offer,Request
22,U,reject(),U|reject(),U|reject,Feedback
22,A,list(keywords),A|list(keywords),A|offer,Request
22,U,success(),U|success(),U|be contented,Feedback
22,A,verify(),A|verify(),A|request*,Request
22,U,confirm(),U|confirm(),U|accept,Feedback
22,A,success(),A|success(),A|be contented*,Response
22,U,success(),U|success(),U|be contented,Feedback
23,A,list(keywords),A|list(keywords),A|offer,Request
23,U,set(keywords),U|set(keywords),U|request,Query
23,A,prompt(keywords),A|prompt(keywords),A|offer,Request
23,U,set(keywords),U|set(keywords),U|request,Query
23,A,prompt(keywords),A|prompt(keywords),A|offer,Request
23,U,set(keywords),U|set(keywords),U|request,Query
23,A,list(keywords),A|list(keywords),A|offer,Request
23,U,confirm(),U|confirm(),U|accept,Feedback
23,A,prompt(keywords),A|prompt(keywords),A|offer,Request
23,U,set(keywords),U|set(keywords),U|request,Query
23,A,link(dataset),A|link(dataset),A|assert,Response
23,U,success(),U|success(),U|be contented,Feedback
24,U,question(data),U|question(data),U|request,Query
24,A,list(keywords),A|list(keywords),A|offer,Request
24,U,set(keywords),U|set(keywords),U|request,Query
24,A,list(keywords),A|list(keywords),A|offer,Request
24,U,set(keywords),U|set(keywords),U|request,Query
24,A,confirm(),A|confirm(),A|promise,Response
24,U,confirm(),U|confirm(),U|accept,Feedback
24,A,list(keywords),A|list(keywords),A|offer,Request
24,U,set(keywords),U|set(keywords),U|request,Query
24,A,confirm(),A|confirm(),A|promise,Response
24,U,set(keywords),U|set(keywords),U|request,Query
24,A,bool(data),A|bool(data),A|assert,Response
24,U,reject(),U|reject(),U|reject,Feedback
24,A,bool(data),A|bool(data),A|assert,Response
24,U,set(keywords),U|set(keywords),U|request,Query
24,A,list(keywords),A|list(keywords),A|offer,Request
24,U,confirm(),U|confirm(),U|accept,Feedback
24,A,prompt(keywords),A|prompt(keywords),A|offer,Request
24,U,question(data),U|question(data),U|request,Query
24,A,list(keywords),A|list(keywords),A|offer,Request
24,U,confirm(),U|confirm(),U|accept,Feedback
24,A,confirm(),A|confirm(),A|promise,Response
24,U,success(),U|success(),U|be contented,Feedback
24,A,count(data),A|count(data),A|assert,Response
24,U,success(),U|success(),U|be contented,Feedback
24,A,success(),A|success(),A|be contented*,Response
25,U,greeting(),U|greeting(),U|hello*,Hello
25,A,greeting(),A|greeting(),A|hello*,Hello
25,U,set(keywords),U|set(keywords),U|request,Query
25,A,count(data),A|count(data),A|assert,Response
25,U,set(keywords),U|set(keywords),U|request,Query
25,A,confirm(),A|confirm(),A|promise,Response
25,U,set(keywords),U|set(keywords),U|request,Query
25,A,bool(data),A|bool(data),A|assert,Response
25,U,confirm(),U|confirm(),U|accept,Feedback
25,A,list(keywords),A|list(keywords),A|offer,Request
25,U,confirm(),U|confirm(),U|accept,Feedback
25,A,link(dataset),A|link(dataset),A|assert,Response
25,U,success(),U|success(),U|be contented,Feedback
26,U,set(keywords),U|set(keywords),U|request,Query
26,A,list(keywords),A|list(keywords),A|offer,Request
26,U,success(),U|success(),U|be contented,Feedback
26,A,success(),A|success(),A|be contented*,Response
26,U,success(),U|success(),U|be contented,Feedback
26,A,success(),A|success(),A|be contented*,Response
